_____________________________________________________________
| Handle| Monitor ID| Flags           | CTI  | Size | Address|
| #897  | 0         | 0000000000000001| 160  | 2    | 140300 |
| #898  | 0         | 0000000000000001| 186  | 42   | 140308 |
| #899  | 0         | 0000000000000001| 140  | 4    | 140476 |
| #900  | 0         | 0000000000000001| 160  | 2    | 140492 |
| #901  | 0         | 0000000000000001| 186  | 28   | 140500 |
| #902  | 0         | 0000000000000001| 140  | 4    | 140612 |
| #903  | 0         | 0000000000000001| 160  | 2    | 140628 |
| #904  | 0         | 0000000000000001| 186  | 36   | 140636 |
| #905  | 0         | 0000000000000001| 140  | 4    | 140780 |
| #906  | 0         | 0000000000000001| 160  | 2    | 140796 |
| #907  | 0         | 0000000000000001| 186  | 36   | 140804 |
| #908  | 0         | 0000000000000001| 140  | 4    | 140948 |
| #909  | 0         | 0000000000000001| 160  | 2    | 140964 |
| #910  | 0         | 0000000000000001| 186  | 50   | 140972 |
| #911  | 0         | 0000000000000001| 140  | 4    | 141172 |
| #912  | 0         | 0000000000000001| 160  | 2    | 141188 |
| #913  | 0         | 0000000000000001| 186  | 22   | 141196 |
| #914  | 0         | 0000000000000001| 140  | 4    | 141284 |
| #915  | 0         | 0000000000000001| 160  | 2    | 141300 |
| #916  | 0         | 0000000000000001| 186  | 22   | 141308 |
| #917  | 0         | 0000000000000001| 140  | 4    | 141396 |
| #918  | 0         | 0000000000000001| 160  | 2    | 141412 |
| #919  | 0         | 0000000000000001| 186  | 15   | 141420 |
| #920  | 0         | 0000000000000001| 140  | 4    | 141480 |
| #921  | 0         | 0000000000000001| 160  | 2    | 141496 |
| #922  | 0         | 0000000000000001| 186  | 26   | 141504 |
| #923  | 0         | 0000000000000001| 140  | 4    | 141608 |
| #924  | 0         | 0000000000000001| 160  | 2    | 141624 |
| #925  | 0         | 0000000000000001| 186  | 43   | 141632 |
| #926  | 0         | 0000000000000001| 140  | 4    | 141804 |
| #927  | 0         | 0000000000000001| 160  | 2    | 141820 |
| #928  | 0         | 0000000000000001| 186  | 20   | 141828 |
| #929  | 0         | 0000000000000001| 140  | 4    | 141908 |
| #930  | 0         | 0000000000000001| 160  | 2    | 141924 |
| #931  | 0         | 0000000000000001| 186  | 38   | 141932 |
| #932  | 0         | 0000000000000001| 140  | 4    | 142084 |
| #933  | 0         | 0000000000000001| 160  | 2    | 142100 |
| #934  | 0         | 0000000000000001| 186  | 20   | 142108 |
| #935  | 0         | 0000000000000001| 140  | 4    | 142188 |
| #936  | 0         | 0000000000000001| 160  | 2    | 142204 |
| #937  | 0         | 0000000000000001| 186  | 22   | 142212 |
| #938  | 0         | 0000000000000001| 140  | 4    | 142300 |
| #939  | 0         | 0000000000000001| 160  | 2    | 142316 |
| #940  | 0         | 0000000000000001| 186  | 18   | 142324 |
| #941  | 0         | 0000000000000001| 140  | 4    | 142396 |
| #942  | 0         | 0000000000000001| 160  | 2    | 142412 |
| #943  | 0         | 0000000000000001| 186  | 18   | 142420 |
| #944  | 0         | 0000000000000001| 140  | 4    | 142492 |
| #945  | 0         | 0000000000000001| 160  | 2    | 142508 |
| #946  | 0         | 0000000000000001| 186  | 19   | 142516 |
| #947  | 0         | 0000000000000001| 140  | 4    | 142592 |
| #948  | 0         | 0000000000000001| 160  | 2    | 142608 |
| #949  | 0         | 0000000000000001| 186  | 13   | 142616 |
| #950  | 0         | 0000000000000001| 140  | 4    | 142668 |
| #951  | 0         | 0000000000000001| 160  | 2    | 142684 |
| #952  | 0         | 0000000000000001| 186  | 20   | 142692 |
| #953  | 0         | 0000000000000001| 140  | 4    | 142772 |
| #954  | 0         | 0000000000000001| 160  | 2    | 142788 |
| #955  | 0         | 0000000000000001| 186  | 21   | 142796 |
| #956  | 0         | 0000000000000001| 140  | 4    | 142880 |
| #957  | 0         | 0000000000000001| 160  | 2    | 142896 |
| #958  | 0         | 0000000000000001| 186  | 19   | 142904 |
| #959  | 0         | 0000000000000001| 140  | 4    | 142980 |
| #960  | 0         | 0000000000000001| 160  | 2    | 142996 |
| #961  | 0         | 0000000000000001| 186  | 26   | 143004 |
| #962  | 0         | 0000000000000001| 140  | 4    | 143108 |
| #963  | 0         | 0000000000000001| 160  | 2    | 143124 |
| #964  | 0         | 0000000000000001| 186  | 20   | 143132 |
| #965  | 0         | 0000000000000001| 140  | 4    | 143212 |
| #966  | 0         | 0000000000000001| 160  | 2    | 143228 |
| #967  | 0         | 0000000000000001| 186  | 22   | 143236 |
| #968  | 0         | 0000000000000001| 140  | 4    | 143324 |
| #969  | 0         | 0000000000000001| 160  | 2    | 143340 |
| #970  | 0         | 0000000000000001| 186  | 19   | 143348 |
| #971  | 0         | 0000000000000001| 140  | 4    | 143424 |
| #972  | 0         | 0000000000000001| 160  | 2    | 143440 |
| #973  | 0         | 0000000000000001| 186  | 14   | 143448 |
| #974  | 0         | 0000000000000001| 140  | 4    | 143504 |
| #975  | 0         | 0000000000000001| 160  | 2    | 143520 |
| #976  | 0         | 0000000000000001| 186  | 22   | 143528 |
| #977  | 0         | 0000000000000001| 140  | 4    | 143616 |
| #978  | 0         | 0000000000000001| 160  | 2    | 143632 |
| #979  | 0         | 0000000000000001| 186  | 13   | 143640 |
| #980  | 0         | 0000000000000001| 140  | 4    | 143692 |
| #981  | 0         | 0000000000000001| 160  | 2    | 143708 |
| #982  | 0         | 0000000000000001| 186  | 20   | 143716 |
| #983  | 0         | 0000000000000001| 140  | 4    | 143796 |
| #984  | 0         | 0000000000000001| 160  | 2    | 143812 |
| #985  | 0         | 0000000000000001| 186  | 19   | 143820 |
| #986  | 0         | 0000000000000001| 140  | 4    | 143896 |
| #987  | 0         | 0000000000000001| 160  | 2    | 143912 |
| #988  | 0         | 0000000000000001| 186  | 22   | 143920 |
| #989  | 0         | 0000000000000001| 140  | 4    | 144008 |
| #990  | 0         | 0000000000000001| 160  | 2    | 144024 |
| #991  | 0         | 0000000000000001| 186  | 22   | 144032 |
| #992  | 0         | 0000000000000001| 140  | 4    | 144120 |
| #993  | 0         | 0000000000000001| 160  | 2    | 144136 |
| #994  | 0         | 0000000000000001| 186  | 2    | 144144 |
| #995  | 0         | 0000000000000001| 140  | 4    | 144152 |
| #996  | 0         | 0000000000000001| 160  | 2    | 144168 |
| #997  | 0         | 0000000000000001| 186  | 2    | 144176 |
| #998  | 0         | 0000000000000001| 140  | 4    | 144184 |
| #999  | 0         | 0000000000000001| 160  | 2    | 144200 |
| #1000 | 0         | 0000000000000001| 186  | 2    | 144208 |
| #1001 | 0         | 0000000000000001| 140  | 4    | 144216 |
| #1002 | 0         | 0000000000000001| 160  | 2    | 144232 |
| #1003 | 0         | 0000000000000001| 186  | 2    | 144240 |
| #1004 | 0         | 0000000000000001| 140  | 4    | 144248 |
| #1005 | 0         | 0000000000000001| 160  | 2    | 144264 |
| #1006 | 0         | 0000000000000001| 186  | 2    | 144272 |
| #1007 | 0         | 0000000000000001| 140  | 4    | 144280 |
| #1008 | 0         | 0000000000000001| 160  | 2    | 144296 |
| #1009 | 0         | 0000000000000001| 186  | 2    | 144304 |
| #1010 | 0         | 0000000000000001| 140  | 4    | 144312 |
| #1011 | 0         | 0000000000000001| 160  | 2    | 144328 |
| #1012 | 0         | 0000000000000001| 186  | 2    | 144336 |
| #1013 | 0         | 0000000000000001| 140  | 4    | 144344 |
| #1014 | 0         | 0000000000000001| 160  | 2    | 144360 |
| #1015 | 0         | 0000000000000001| 186  | 2    | 144368 |
| #1016 | 0         | 0000000000000001| 140  | 4    | 144376 |
| #1017 | 0         | 0000000000000001| 160  | 2    | 144392 |
| #1018 | 0         | 0000000000000001| 186  | 19   | 144400 |
| #1019 | 0         | 0000000000000001| 140  | 4    | 144476 |
| #1020 | 0         | 0000000000000001| 160  | 2    | 144492 |
| #1021 | 0         | 0000000000000001| 186  | 20   | 144500 |
| #1022 | 0         | 0000000000000001| 140  | 4    | 144580 |
| #1023 | 0         | 0000000000000001| 160  | 2    | 144596 |
| #1024 | 0         | 0000000000000001| 186  | 45   | 144604 |
| #1025 | 0         | 0000000000000001| 140  | 4    | 144784 |
| #1026 | 0         | 0000000000000001| 160  | 2    | 144800 |
| #1027 | 0         | 0000000000000001| 186  | 29   | 144808 |
| #1028 | 0         | 0000000000000001| 140  | 4    | 144924 |
| #1029 | 0         | 0000000000000001| 160  | 2    | 144940 |
| #1030 | 0         | 0000000000000001| 186  | 18   | 144948 |
| #1031 | 0         | 0000000000000001| 140  | 4    | 145020 |
| #1032 | 0         | 0000000000000001| 160  | 2    | 145036 |
| #1033 | 0         | 0000000000000001| 186  | 18   | 145044 |
| #1034 | 0         | 0000000000000001| 140  | 4    | 145116 |
| #1035 | 0         | 0000000000000001| 160  | 2    | 145132 |
| #1036 | 0         | 0000000000000001| 186  | 34   | 145140 |
| #1037 | 0         | 0000000000000001| 140  | 4    | 145276 |
| #1038 | 0         | 0000000000000001| 160  | 2    | 145292 |
| #1039 | 0         | 0000000000000001| 186  | 35   | 145300 |
| #1040 | 0         | 0000000000000001| 140  | 4    | 145440 |
| #1041 | 0         | 0000000000000001| 160  | 2    | 145456 |
| #1042 | 0         | 0000000000000001| 186  | 29   | 145464 |
| #1043 | 0         | 0000000000000001| 140  | 4    | 145580 |
| #1044 | 0         | 0000000000000001| 160  | 2    | 145596 |
| #1045 | 0         | 0000000000000001| 186  | 17   | 145604 |
| #1046 | 0         | 0000000000000001| 140  | 4    | 145672 |
| #1047 | 0         | 0000000000000001| 160  | 2    | 145688 |
| #1048 | 0         | 0000000000000001| 202  | 203  | 145696 |
